Park,Park Type,State,Year,Recreation Visitors,Non-Recreation Visitors
Petersburg,National Battlefield,Virginia,1969,"2,196,400",
Petersburg,National Battlefield,Virginia,1970,"2,991,200",
Petersburg,National Battlefield,Virginia,1971,"347,800",
Petersburg,National Battlefield,Virginia,1972,"241,679",
Petersburg,National Battlefield,Virginia,1973,"432,100",
Petersburg,National Battlefield,Virginia,1974,"417,800",
Petersburg,National Battlefield,Virginia,1975,"467,500",
Petersburg,National Battlefield,Virginia,1976,"517,300",
Petersburg,National Battlefield,Virginia,1977,"616,400",
Petersburg,National Battlefield,Virginia,1978,"665,942",
Petersburg,National Battlefield,Virginia,1979,"577,283",0
Petersburg,National Battlefield,Virginia,1980,"545,765",0
Petersburg,National Battlefield,Virginia,1981,"536,003",0
Petersburg,National Battlefield,Virginia,1982,"550,783",0
Petersburg,National Battlefield,Virginia,1983,"553,208","185,959"
Petersburg,National Battlefield,Virginia,1984,"532,643","196,794"
Petersburg,National Battlefield,Virginia,1985,"526,073","179,124"
Petersburg,National Battlefield,Virginia,1986,"524,827","154,924"
Petersburg,National Battlefield,Virginia,1987,"460,280","206,410"
Petersburg,National Battlefield,Virginia,1988,"442,326","279,608"
Petersburg,National Battlefield,Virginia,1989,"370,735","132,698"
Petersburg,National Battlefield,Virginia,1990,"250,289","103,469"
Petersburg,National Battlefield,Virginia,1991,"293,874","165,212"
Petersburg,National Battlefield,Virginia,1992,"299,146","179,312"
Petersburg,National Battlefield,Virginia,1993,"254,617","194,371"
Petersburg,National Battlefield,Virginia,1994,"218,561","189,460"
Petersburg,National Battlefield,Virginia,1995,"200,992","223,524"
Petersburg,National Battlefield,Virginia,1996,"171,312","261,969"
Petersburg,National Battlefield,Virginia,1997,"177,325","271,960"
Petersburg,National Battlefield,Virginia,1998,"155,993","347,874"
Petersburg,National Battlefield,Virginia,1999,"148,676","368,090"
Petersburg,National Battlefield,Virginia,2000,"171,099","370,180"
Petersburg,National Battlefield,Virginia,2001,"161,999","378,984"
Petersburg,National Battlefield,Virginia,2002,"167,563","383,342"
Petersburg,National Battlefield,Virginia,2003,"162,547","399,598"
Petersburg,National Battlefield,Virginia,2004,"158,167","382,558"
Petersburg,National Battlefield,Virginia,2005,"143,455","389,328"
Petersburg,National Battlefield,Virginia,2006,"152,889","392,710"
Petersburg,National Battlefield,Virginia,2007,"154,619","388,152"
Petersburg,National Battlefield,Virginia,2008,"154,003","408,413"
Petersburg,National Battlefield,Virginia,2009,"162,722","365,222"
Petersburg,National Battlefield,Virginia,2010,"175,553","379,443"
Petersburg,National Battlefield,Virginia,2011,"213,261","377,989"
Petersburg,National Battlefield,Virginia,2012,"188,426","369,989"
Petersburg,National Battlefield,Virginia,2013,"190,086","350,267"
Petersburg,National Battlefield,Virginia,2014,"205,572","346,174"
Petersburg,National Battlefield,Virginia,2015,"192,655","422,597"
Petersburg,National Battlefield,Virginia,2016,"191,898","347,496"
Petrified Forest,National Park,Arizona,1919,"3,000",
Petrified Forest,National Park,Arizona,1920,"30,390",
Petrified Forest,National Park,Arizona,1921,"32,700",
Petrified Forest,National Park,Arizona,1922,"31,338",
Petrified Forest,National Park,Arizona,1923,"45,475",
Petrified Forest,National Park,Arizona,1924,"42,781",
Petrified Forest,National Park,Arizona,1925,"55,227",
Petrified Forest,National Park,Arizona,1926,"53,345",
Petrified Forest,National Park,Arizona,1927,"61,761",
Petrified Forest,National Park,Arizona,1928,"75,225",
Petrified Forest,National Park,Arizona,1929,"69,350",
Petrified Forest,National Park,Arizona,1930,"105,433",
Petrified Forest,National Park,Arizona,1931,"93,980",
Petrified Forest,National Park,Arizona,1932,"84,228",
Petrified Forest,National Park,Arizona,1933,"224,613",
Petrified Forest,National Park,Arizona,1934,"222,666",
Petrified Forest,National Park,Arizona,1935,"69,362",
Petrified Forest,National Park,Arizona,1936,"161,194",
Petrified Forest,National Park,Arizona,1937,"124,365",
Petrified Forest,National Park,Arizona,1938,"212,547",
Petrified Forest,National Park,Arizona,1939,"189,421",
Petrified Forest,National Park,Arizona,1940,"199,420",
Petrified Forest,National Park,Arizona,1941,"245,640",
Petrified Forest,National Park,Arizona,1942,"73,029",
Petrified Forest,National Park,Arizona,1943,"34,791",
Petrified Forest,National Park,Arizona,1944,"40,729",
Petrified Forest,National Park,Arizona,1945,"100,694",
Petrified Forest,National Park,Arizona,1946,"286,507",
Petrified Forest,National Park,Arizona,1947,"341,599",
Petrified Forest,National Park,Arizona,1948,"343,160",
Petrified Forest,National Park,Arizona,1949,"341,961",
Petrified Forest,National Park,Arizona,1950,"352,889",
Petrified Forest,National Park,Arizona,1951,"335,608",
Petrified Forest,National Park,Arizona,1952,"374,333",
Petrified Forest,National Park,Arizona,1953,"403,565",
Petrified Forest,National Park,Arizona,1954,"419,800",
Petrified Forest,National Park,Arizona,1955,"441,700",
Petrified Forest,National Park,Arizona,1956,"603,000",
Petrified Forest,National Park,Arizona,1957,"665,700",
Petrified Forest,National Park,Arizona,1958,"713,100",
Petrified Forest,National Park,Arizona,1959,"878,400",
Petrified Forest,National Park,Arizona,1960,"911,500",
Petrified Forest,National Park,Arizona,1961,"671,000",
Petrified Forest,National Park,Arizona,1962,"705,000",
Petrified Forest,National Park,Arizona,1963,"786,000",
Petrified Forest,National Park,Arizona,1964,"884,000",
Petrified Forest,National Park,Arizona,1965,"867,800",
Petrified Forest,National Park,Arizona,1966,"849,800",
Petrified Forest,National Park,Arizona,1967,"797,200",
Petrified Forest,National Park,Arizona,1968,"869,400",
Petrified Forest,National Park,Arizona,1969,"1,004,900",
Petrified Forest,National Park,Arizona,1970,"1,151,400",
Petrified Forest,National Park,Arizona,1971,"1,072,000",
Petrified Forest,National Park,Arizona,1972,"1,223,473",
Petrified Forest,National Park,Arizona,1973,"1,065,100",
Petrified Forest,National Park,Arizona,1974,"781,000",
Petrified Forest,National Park,Arizona,1975,"979,400",
Petrified Forest,National Park,Arizona,1976,"1,066,200",
Petrified Forest,National Park,Arizona,1977,"857,300",
Petrified Forest,National Park,Arizona,1978,"951,402",
Petrified Forest,National Park,Arizona,1979,"671,583","3,600"
Petrified Forest,National Park,Arizona,1980,"683,121","3,600"
Petrified Forest,National Park,Arizona,1981,"747,832","3,600"
Petrified Forest,National Park,Arizona,1982,"710,619","3,600"
Petrified Forest,National Park,Arizona,1983,"708,512","3,600"
Petrified Forest,National Park,Arizona,1984,"714,761","3,600"
Petrified Forest,National Park,Arizona,1985,"736,659","3,600"
Petrified Forest,National Park,Arizona,1986,"761,257","3,600"
Petrified Forest,National Park,Arizona,1987,"758,082","13,229"
Petrified Forest,National Park,Arizona,1988,"857,031","15,056"
Petrified Forest,National Park,Arizona,1989,"824,141","14,621"
Petrified Forest,National Park,Arizona,1990,"844,592","16,107"
Petrified Forest,National Park,Arizona,1991,"874,521","13,414"
Petrified Forest,National Park,Arizona,1992,"930,031","10,995"
Petrified Forest,National Park,Arizona,1993,"936,429",120
Petrified Forest,National Park,Arizona,1994,"922,927",120
Petrified Forest,National Park,Arizona,1995,"935,065",120
Petrified Forest,National Park,Arizona,1996,"829,495",120
Petrified Forest,National Park,Arizona,1997,"823,266",120
Petrified Forest,National Park,Arizona,1998,"816,506",120
Petrified Forest,National Park,Arizona,1999,"666,978",120
Petrified Forest,National Park,Arizona,2000,"605,192",120
Petrified Forest,National Park,Arizona,2001,"583,904",120
Petrified Forest,National Park,Arizona,2002,"571,586",120
Petrified Forest,National Park,Arizona,2003,"586,245",120
Petrified Forest,National Park,Arizona,2004,"580,000",120
Petrified Forest,National Park,Arizona,2005,"598,378",120
Petrified Forest,National Park,Arizona,2006,"581,681",120
Petrified Forest,National Park,Arizona,2007,"563,590",120
Petrified Forest,National Park,Arizona,2008,"543,714",120
Petrified Forest,National Park,Arizona,2009,"631,613",120
Petrified Forest,National Park,Arizona,2010,"664,725",120
Petrified Forest,National Park,Arizona,2011,"614,054",120
Petrified Forest,National Park,Arizona,2012,"664,857",120
Petrified Forest,National Park,Arizona,2013,"644,648",120
Petrified Forest,National Park,Arizona,2014,"836,799",120
Petrified Forest,National Park,Arizona,2015,"793,225",120
Petrified Forest,National Park,Arizona,2016,"643,274",120
Petroglyph,National Monument,New Mexico,1992,"68,065",0
Petroglyph,National Monument,New Mexico,1993,"66,870",0
Petroglyph,National Monument,New Mexico,1994,"85,869",0
Petroglyph,National Monument,New Mexico,1995,"88,196",0
Petroglyph,National Monument,New Mexico,1996,"90,533",0
Petroglyph,National Monument,New Mexico,1997,"92,209",0
Petroglyph,National Monument,New Mexico,1998,"77,537",0
Petroglyph,National Monument,New Mexico,1999,"72,604",0
Petroglyph,National Monument,New Mexico,2000,"61,170",0
Petroglyph,National Monument,New Mexico,2001,"60,608",0
Petroglyph,National Monument,New Mexico,2002,"59,222",0
Petroglyph,National Monument,New Mexico,2003,"58,101",0
Petroglyph,National Monument,New Mexico,2004,"97,498",0
Petroglyph,National Monument,New Mexico,2005,"102,623",0
Petroglyph,National Monument,New Mexico,2006,"121,825",0
Petroglyph,National Monument,New Mexico,2007,"112,868",0
Petroglyph,National Monument,New Mexico,2008,"116,620",0
Petroglyph,National Monument,New Mexico,2009,"118,688",0
Petroglyph,National Monument,New Mexico,2010,"105,643",0
Petroglyph,National Monument,New Mexico,2011,"114,428",0
Petroglyph,National Monument,New Mexico,2012,"119,444",0
Petroglyph,National Monument,New Mexico,2013,"115,075",0
Petroglyph,National Monument,New Mexico,2014,"115,859",0
Petroglyph,National Monument,New Mexico,2015,"117,825",0
Petroglyph,National Monument,New Mexico,2016,"124,177",0
Pictured Rocks,National Lakeshore,Michigan,1973,"287,500",
Pictured Rocks,National Lakeshore,Michigan,1974,"296,300",
Pictured Rocks,National Lakeshore,Michigan,1975,"277,300",
Pictured Rocks,National Lakeshore,Michigan,1976,"324,400",
Pictured Rocks,National Lakeshore,Michigan,1977,"294,700",
Pictured Rocks,National Lakeshore,Michigan,1978,"287,447",
Pictured Rocks,National Lakeshore,Michigan,1979,"270,376","2,040"
Pictured Rocks,National Lakeshore,Michigan,1980,"311,000","2,040"
Pictured Rocks,National Lakeshore,Michigan,1981,"329,775","2,040"
Pictured Rocks,National Lakeshore,Michigan,1982,"356,415","2,040"
Pictured Rocks,National Lakeshore,Michigan,1983,"441,271","2,015"
Pictured Rocks,National Lakeshore,Michigan,1984,"407,697","2,015"
Pictured Rocks,National Lakeshore,Michigan,1985,"397,884","2,015"
Pictured Rocks,National Lakeshore,Michigan,1986,"406,619","2,015"
Pictured Rocks,National Lakeshore,Michigan,1987,"474,934","1,915"
Pictured Rocks,National Lakeshore,Michigan,1988,"553,774","1,915"
Pictured Rocks,National Lakeshore,Michigan,1989,"565,242","1,850"
Pictured Rocks,National Lakeshore,Michigan,1990,"561,973","1,850"
Pictured Rocks,National Lakeshore,Michigan,1991,"704,894","1,850"
Pictured Rocks,National Lakeshore,Michigan,1992,"583,110","1,850"
Pictured Rocks,National Lakeshore,Michigan,1993,"610,811","1,850"
Pictured Rocks,National Lakeshore,Michigan,1994,"581,281","1,850"
Pictured Rocks,National Lakeshore,Michigan,1995,"462,687","1,850"
Pictured Rocks,National Lakeshore,Michigan,1996,"403,684","1,850"
Pictured Rocks,National Lakeshore,Michigan,1997,"413,963","1,850"
Pictured Rocks,National Lakeshore,Michigan,1998,"455,120","1,850"
Pictured Rocks,National Lakeshore,Michigan,1999,"442,916","1,850"
Pictured Rocks,National Lakeshore,Michigan,2000,"422,683","1,850"
Pictured Rocks,National Lakeshore,Michigan,2001,"421,312","1,850"
Pictured Rocks,National Lakeshore,Michigan,2002,"429,229","1,850"
Pictured Rocks,National Lakeshore,Michigan,2003,"382,456","1,850"
Pictured Rocks,National Lakeshore,Michigan,2004,"381,854","1,850"
Pictured Rocks,National Lakeshore,Michigan,2005,"476,888","1,850"
Pictured Rocks,National Lakeshore,Michigan,2006,"419,298","1,850"
Pictured Rocks,National Lakeshore,Michigan,2007,"441,521","1,850"
Pictured Rocks,National Lakeshore,Michigan,2008,"398,774","1,850"
Pictured Rocks,National Lakeshore,Michigan,2009,"448,215","1,850"
Pictured Rocks,National Lakeshore,Michigan,2010,"499,281","1,850"
Pictured Rocks,National Lakeshore,Michigan,2011,"561,104","1,850"
Pictured Rocks,National Lakeshore,Michigan,2012,"593,587","1,850"
Pictured Rocks,National Lakeshore,Michigan,2013,"575,450","1,850"
Pictured Rocks,National Lakeshore,Michigan,2014,"527,897","1,850"
Pictured Rocks,National Lakeshore,Michigan,2015,"723,178","1,850"
Pictured Rocks,National Lakeshore,Michigan,2016,"777,428","1,850"
Pinnacles,National Park,California,1923,"6,500",
Pinnacles,National Park,California,1924,"8,973",
Pinnacles,National Park,California,1925,"10,000",
Pinnacles,National Park,California,1926,"10,167",
Pinnacles,National Park,California,1927,"11,265",
Pinnacles,National Park,California,1928,"13,216",
Pinnacles,National Park,California,1929,"10,756",
Pinnacles,National Park,California,1930,"11,862",
Pinnacles,National Park,California,1931,"12,813",
Pinnacles,National Park,California,1932,"14,238",
Pinnacles,National Park,California,1933,"9,957",
Pinnacles,National Park,California,1934,"20,129",
Pinnacles,National Park,California,1935,"17,872",
Pinnacles,National Park,California,1936,"18,614",
Pinnacles,National Park,California,1937,"22,426",
Pinnacles,National Park,California,1938,"22,266",
Pinnacles,National Park,California,1939,"24,717",
Pinnacles,National Park,California,1940,"25,068",
Pinnacles,National Park,California,1941,"27,131",
Pinnacles,National Park,California,1942,"10,311",
Pinnacles,National Park,California,1943,"4,570",
Pinnacles,National Park,California,1944,"3,845",
Pinnacles,National Park,California,1945,"7,494",
Pinnacles,National Park,California,1946,"16,298",
Pinnacles,National Park,California,1947,"18,328",
Pinnacles,National Park,California,1948,"20,331",
Pinnacles,National Park,California,1949,"24,557",
Pinnacles,National Park,California,1950,"24,814",
Pinnacles,National Park,California,1951,"27,090",
Pinnacles,National Park,California,1952,"28,236",
Pinnacles,National Park,California,1953,"42,199",
Pinnacles,National Park,California,1954,"38,300",
Pinnacles,National Park,California,1955,"36,500",
Pinnacles,National Park,California,1956,"40,300",
Pinnacles,National Park,California,1957,"53,200",
Pinnacles,National Park,California,1958,"54,900",
Pinnacles,National Park,California,1959,"71,400",
Pinnacles,National Park,California,1960,"72,000",
Pinnacles,National Park,California,1961,"76,900",
Pinnacles,National Park,California,1962,"81,500",
Pinnacles,National Park,California,1963,"97,000",
Pinnacles,National Park,California,1964,"103,200",
Pinnacles,National Park,California,1965,"118,000",
Pinnacles,National Park,California,1966,"117,900",
Pinnacles,National Park,California,1967,"160,600",
Pinnacles,National Park,California,1968,"147,000",
Pinnacles,National Park,California,1969,"147,000",
Pinnacles,National Park,California,1970,"166,200",
Pinnacles,National Park,California,1971,"169,200",
Pinnacles,National Park,California,1972,"168,896",
Pinnacles,National Park,California,1973,"155,500",
Pinnacles,National Park,California,1974,"138,500",
Pinnacles,National Park,California,1975,"162,200",
Pinnacles,National Park,California,1976,"156,900",
Pinnacles,National Park,California,1977,"160,500",
Pinnacles,National Park,California,1978,"155,822",
Pinnacles,National Park,California,1979,"153,717",0
Pinnacles,National Park,California,1980,"163,626",0
Pinnacles,National Park,California,1981,"155,205",0
Pinnacles,National Park,California,1982,"171,026",0
Pinnacles,National Park,California,1983,"170,631",0
Pinnacles,National Park,California,1984,"166,258",0
Pinnacles,National Park,California,1985,"191,578",0
Pinnacles,National Park,California,1986,"198,236",0
Pinnacles,National Park,California,1987,"204,705",0
Pinnacles,National Park,California,1988,"212,094",0
Pinnacles,National Park,California,1989,"218,601",0
Pinnacles,National Park,California,1990,"214,268",0
Pinnacles,National Park,California,1991,"192,610",0
Pinnacles,National Park,California,1992,"191,683",0
Pinnacles,National Park,California,1993,"194,757",0
Pinnacles,National Park,California,1994,"172,642",0
Pinnacles,National Park,California,1995,"177,527",0
Pinnacles,National Park,California,1996,"164,465",0
Pinnacles,National Park,California,1997,"171,971",0
Pinnacles,National Park,California,1998,"94,639",0
Pinnacles,National Park,California,1999,"164,854",0
Pinnacles,National Park,California,2000,"162,110",0
Pinnacles,National Park,California,2001,"178,243",0
Pinnacles,National Park,California,2002,"162,266",0
Pinnacles,National Park,California,2003,"162,791",0
Pinnacles,National Park,California,2004,"157,397",0
Pinnacles,National Park,California,2005,"170,994",0
Pinnacles,National Park,California,2006,"158,824",0
Pinnacles,National Park,California,2007,"161,019",0
Pinnacles,National Park,California,2008,"166,988",0
Pinnacles,National Park,California,2009,"171,112",0
Pinnacles,National Park,California,2010,"246,575",0
Pinnacles,National Park,California,2011,"393,219",0
Pinnacles,National Park,California,2012,"224,476",0
Pinnacles,National Park,California,2013,"237,677",0
Pinnacles,National Park,California,2014,"196,635",0
Pinnacles,National Park,California,2015,"206,533",0
Pinnacles,National Park,California,2016,"215,555",0
Pipe Spring,National Monument,Arizona,1925,"4,000",
Pipe Spring,National Monument,Arizona,1926,"16,728",
Pipe Spring,National Monument,Arizona,1927,"16,853",
Pipe Spring,National Monument,Arizona,1928,"17,321",
Pipe Spring,National Monument,Arizona,1929,"24,883",
Pipe Spring,National Monument,Arizona,1930,"8,765",
Pipe Spring,National Monument,Arizona,1931,"2,300",
Pipe Spring,National Monument,Arizona,1932,"2,100",
Pipe Spring,National Monument,Arizona,1933,"2,548",
Pipe Spring,National Monument,Arizona,1934,"8,544",
Pipe Spring,National Monument,Arizona,1935,"4,896",
Pipe Spring,National Monument,Arizona,1936,"4,218",
Pipe Spring,National Monument,Arizona,1937,"1,042",
Pipe Spring,National Monument,Arizona,1938,"2,245",
Pipe Spring,National Monument,Arizona,1939,"3,192",
Pipe Spring,National Monument,Arizona,1940,"1,141",
Pipe Spring,National Monument,Arizona,1941,"1,444",
Pipe Spring,National Monument,Arizona,1942,687,
Pipe Spring,National Monument,Arizona,1943,"5,882",
Pipe Spring,National Monument,Arizona,1944,492,
Pipe Spring,National Monument,Arizona,1945,717,
Pipe Spring,National Monument,Arizona,1946,"1,079",
Pipe Spring,National Monument,Arizona,1947,791,
Pipe Spring,National Monument,Arizona,1948,843,
Pipe Spring,National Monument,Arizona,1949,"1,433",
Pipe Spring,National Monument,Arizona,1950,"2,257",
Pipe Spring,National Monument,Arizona,1951,"2,154",
Pipe Spring,National Monument,Arizona,1952,"2,180",
Pipe Spring,National Monument,Arizona,1953,"3,566",
Pipe Spring,National Monument,Arizona,1954,"4,400",
Pipe Spring,National Monument,Arizona,1955,"4,600",
Pipe Spring,National Monument,Arizona,1956,"8,800",
Pipe Spring,National Monument,Arizona,1957,"15,700",
Pipe Spring,National Monument,Arizona,1958,"13,600",
Pipe Spring,National Monument,Arizona,1959,"11,000",
Pipe Spring,National Monument,Arizona,1960,"7,300",
Pipe Spring,National Monument,Arizona,1961,"11,500",
Pipe Spring,National Monument,Arizona,1962,"18,300",
Pipe Spring,National Monument,Arizona,1963,"24,900",
Pipe Spring,National Monument,Arizona,1964,"22,400",
Pipe Spring,National Monument,Arizona,1965,"27,600",
Pipe Spring,National Monument,Arizona,1966,"27,500",
Pipe Spring,National Monument,Arizona,1967,"20,700",
Pipe Spring,National Monument,Arizona,1968,"21,500",
Pipe Spring,National Monument,Arizona,1969,"27,200",
Pipe Spring,National Monument,Arizona,1970,"36,000",
Pipe Spring,National Monument,Arizona,1971,"33,900",
Pipe Spring,National Monument,Arizona,1972,"33,057",
Pipe Spring,National Monument,Arizona,1973,"23,800",
Pipe Spring,National Monument,Arizona,1974,"18,900",
Pipe Spring,National Monument,Arizona,1975,"22,800",
Pipe Spring,National Monument,Arizona,1976,"27,200",
Pipe Spring,National Monument,Arizona,1977,"26,700",
Pipe Spring,National Monument,Arizona,1978,"28,018",
Pipe Spring,National Monument,Arizona,1979,"24,946",120
Pipe Spring,National Monument,Arizona,1980,"25,670",120
Pipe Spring,National Monument,Arizona,1981,"30,008",120
Pipe Spring,National Monument,Arizona,1982,"30,155",120
Pipe Spring,National Monument,Arizona,1983,"28,237",120
Pipe Spring,National Monument,Arizona,1984,"28,635",120
Pipe Spring,National Monument,Arizona,1985,"30,083",120
Pipe Spring,National Monument,Arizona,1986,"33,578",120
Pipe Spring,National Monument,Arizona,1987,"35,648",120
Pipe Spring,National Monument,Arizona,1988,"40,447",120
Pipe Spring,National Monument,Arizona,1989,"42,287",120
Pipe Spring,National Monument,Arizona,1990,"46,442",120
Pipe Spring,National Monument,Arizona,1991,"55,271",120
Pipe Spring,National Monument,Arizona,1992,"56,199",120
Pipe Spring,National Monument,Arizona,1993,"52,436",120
Pipe Spring,National Monument,Arizona,1994,"47,837",120
Pipe Spring,National Monument,Arizona,1995,"46,423",120
Pipe Spring,National Monument,Arizona,1996,"44,817","1,800"
Pipe Spring,National Monument,Arizona,1997,"66,624","1,800"
Pipe Spring,National Monument,Arizona,1998,"62,986","1,800"
Pipe Spring,National Monument,Arizona,1999,"64,735","1,800"
Pipe Spring,National Monument,Arizona,2000,"51,993","1,800"
Pipe Spring,National Monument,Arizona,2001,"50,783","1,800"
Pipe Spring,National Monument,Arizona,2002,"54,734",412
Pipe Spring,National Monument,Arizona,2003,"56,341",404
Pipe Spring,National Monument,Arizona,2004,"57,569",404
Pipe Spring,National Monument,Arizona,2005,"54,704",404
Pipe Spring,National Monument,Arizona,2006,"50,923",404
Pipe Spring,National Monument,Arizona,2007,"46,574",404
Pipe Spring,National Monument,Arizona,2008,"47,418",404
Pipe Spring,National Monument,Arizona,2009,"49,433",404
Pipe Spring,National Monument,Arizona,2010,"59,952",404
Pipe Spring,National Monument,Arizona,2011,"57,360",404
Pipe Spring,National Monument,Arizona,2012,"54,692",404
Pipe Spring,National Monument,Arizona,2013,"51,118",404
Pipe Spring,National Monument,Arizona,2014,"56,484",404
Pipe Spring,National Monument,Arizona,2015,"54,619",404
Pipe Spring,National Monument,Arizona,2016,"46,710",404
Pipestone,National Monument,Minnesota,1941,"2,785",
Pipestone,National Monument,Minnesota,1942,"1,034",
Pipestone,National Monument,Minnesota,1943,946,
Pipestone,National Monument,Minnesota,1944,"2,796",
Pipestone,National Monument,Minnesota,1945,"4,128",
Pipestone,National Monument,Minnesota,1946,"3,182",
Pipestone,National Monument,Minnesota,1947,"4,392",
Pipestone,National Monument,Minnesota,1948,"10,006",
Pipestone,National Monument,Minnesota,1949,"36,908",
Pipestone,National Monument,Minnesota,1950,"55,276",
Pipestone,National Monument,Minnesota,1951,"93,101",
Pipestone,National Monument,Minnesota,1952,"96,396",
Pipestone,National Monument,Minnesota,1953,"114,042",
Pipestone,National Monument,Minnesota,1954,"82,600",
Pipestone,National Monument,Minnesota,1955,"52,200",
Pipestone,National Monument,Minnesota,1956,"61,000",
Pipestone,National Monument,Minnesota,1957,"69,500",
Pipestone,National Monument,Minnesota,1958,"126,600",
Pipestone,National Monument,Minnesota,1959,"136,900",
Pipestone,National Monument,Minnesota,1960,"155,500",
Pipestone,National Monument,Minnesota,1961,"164,400",
Pipestone,National Monument,Minnesota,1962,"157,300",
Pipestone,National Monument,Minnesota,1963,"178,500",
Pipestone,National Monument,Minnesota,1964,"111,300",
Pipestone,National Monument,Minnesota,1965,"92,100",
Pipestone,National Monument,Minnesota,1966,"102,800",
Pipestone,National Monument,Minnesota,1967,"114,200",
Pipestone,National Monument,Minnesota,1968,"102,000",
Pipestone,National Monument,Minnesota,1969,"146,400",
Pipestone,National Monument,Minnesota,1970,"157,500",
Pipestone,National Monument,Minnesota,1971,"156,600",
Pipestone,National Monument,Minnesota,1972,"169,706",
Pipestone,National Monument,Minnesota,1973,"143,600",
Pipestone,National Monument,Minnesota,1974,"148,000",
Pipestone,National Monument,Minnesota,1975,"164,100",
Pipestone,National Monument,Minnesota,1976,"198,900",
Pipestone,National Monument,Minnesota,1977,"188,500",
Pipestone,National Monument,Minnesota,1978,"180,595",
Pipestone,National Monument,Minnesota,1979,"143,995",0
Pipestone,National Monument,Minnesota,1980,"136,358",0
Pipestone,National Monument,Minnesota,1981,"149,172",0
Pipestone,National Monument,Minnesota,1982,"134,782",0
Pipestone,National Monument,Minnesota,1983,"133,831",0
Pipestone,National Monument,Minnesota,1984,"129,064",0
Pipestone,National Monument,Minnesota,1985,"131,204",0
Pipestone,National Monument,Minnesota,1986,"138,993",0
Pipestone,National Monument,Minnesota,1987,"117,053",0
Pipestone,National Monument,Minnesota,1988,"105,190",0
Pipestone,National Monument,Minnesota,1989,"109,198",0
Pipestone,National Monument,Minnesota,1990,"106,623",0
Pipestone,National Monument,Minnesota,1991,"120,419",0
Pipestone,National Monument,Minnesota,1992,"124,075",0
Pipestone,National Monument,Minnesota,1993,"107,292",0
Pipestone,National Monument,Minnesota,1994,"116,374",0
Pipestone,National Monument,Minnesota,1995,"104,007",0
Pipestone,National Monument,Minnesota,1996,"96,157",0
Pipestone,National Monument,Minnesota,1997,"87,907",0
Pipestone,National Monument,Minnesota,1998,"91,785",0
Pipestone,National Monument,Minnesota,1999,"92,605",0
Pipestone,National Monument,Minnesota,2000,"92,391",0
Pipestone,National Monument,Minnesota,2001,"88,512",0
Pipestone,National Monument,Minnesota,2002,"84,299",0
Pipestone,National Monument,Minnesota,2003,"82,290",0
Pipestone,National Monument,Minnesota,2004,"81,773",0
Pipestone,National Monument,Minnesota,2005,"69,820",0
Pipestone,National Monument,Minnesota,2006,"66,867",0
Pipestone,National Monument,Minnesota,2007,"72,422",0
Pipestone,National Monument,Minnesota,2008,"80,137",0
Pipestone,National Monument,Minnesota,2009,"69,539",0
Pipestone,National Monument,Minnesota,2010,"78,108",0
Pipestone,National Monument,Minnesota,2011,"61,908",0
Pipestone,National Monument,Minnesota,2012,"76,030",0
Pipestone,National Monument,Minnesota,2013,"64,760",0
Pipestone,National Monument,Minnesota,2014,"62,151",0
Pipestone,National Monument,Minnesota,2015,"70,748",0
Pipestone,National Monument,Minnesota,2016,"67,489",0
Piscataway Park,Park (Other),Maryland,1970,"11,400",
Piscataway Park,Park (Other),Maryland,1971,"46,000",
Piscataway Park,Park (Other),Maryland,1972,"36,967",
Piscataway Park,Park (Other),Maryland,1973,"45,200",
Piscataway Park,Park (Other),Maryland,1974,"50,600",
Piscataway Park,Park (Other),Maryland,1975,"38,900",
Piscataway Park,Park (Other),Maryland,1976,"100,900",
Piscataway Park,Park (Other),Maryland,1977,"171,200",
Piscataway Park,Park (Other),Maryland,1978,"137,541",
Piscataway Park,Park (Other),Maryland,1979,"137,971",0
Piscataway Park,Park (Other),Maryland,1980,"160,912",0
Piscataway Park,Park (Other),Maryland,1981,"116,678",0
Piscataway Park,Park (Other),Maryland,1982,"118,545",0
Piscataway Park,Park (Other),Maryland,1983,"69,712",0
Piscataway Park,Park (Other),Maryland,1984,"58,078",0
Piscataway Park,Park (Other),Maryland,1985,"58,608",0
Piscataway Park,Park (Other),Maryland,1986,"76,425",0
Piscataway Park,Park (Other),Maryland,1987,"87,658",0
Piscataway Park,Park (Other),Maryland,1988,"56,157",0
Piscataway Park,Park (Other),Maryland,1989,"181,106",0
Piscataway Park,Park (Other),Maryland,1990,"270,008",0
Piscataway Park,Park (Other),Maryland,1991,"164,463",0
Piscataway Park,Park (Other),Maryland,1992,"213,494",0
Piscataway Park,Park (Other),Maryland,1993,"139,165",0
Piscataway Park,Park (Other),Maryland,1994,"133,758",0
Piscataway Park,Park (Other),Maryland,1995,"147,541",0
Piscataway Park,Park (Other),Maryland,1996,"194,494",0
Piscataway Park,Park (Other),Maryland,1997,"245,228",0
Piscataway Park,Park (Other),Maryland,1998,"233,571",0
Piscataway Park,Park (Other),Maryland,1999,"239,008",0
Piscataway Park,Park (Other),Maryland,2000,"201,177",0
Piscataway Park,Park (Other),Maryland,2001,"251,261",0
Piscataway Park,Park (Other),Maryland,2002,"229,607",0
Piscataway Park,Park (Other),Maryland,2003,"184,823",0
Piscataway Park,Park (Other),Maryland,2004,"190,745",0
