Park,Park Type,State,Year,Recreation Visitors,Non-Recreation Visitors
Kings Mountain,National Military Park,South Carolina,1992,"230,285","230,285"
Kings Mountain,National Military Park,South Carolina,1993,"232,688","225,356"
Kings Mountain,National Military Park,South Carolina,1994,"228,759","222,243"
Kings Mountain,National Military Park,South Carolina,1995,"229,746","222,307"
Kings Mountain,National Military Park,South Carolina,1996,"227,709","221,618"
Kings Mountain,National Military Park,South Carolina,1997,"237,579","230,632"
Kings Mountain,National Military Park,South Carolina,1998,"253,283","246,491"
Kings Mountain,National Military Park,South Carolina,1999,"254,158","248,549"
Kings Mountain,National Military Park,South Carolina,2000,"257,499","252,163"
Kings Mountain,National Military Park,South Carolina,2001,"267,402","262,220"
Kings Mountain,National Military Park,South Carolina,2002,"265,077","259,963"
Kings Mountain,National Military Park,South Carolina,2003,"272,106","267,198"
Kings Mountain,National Military Park,South Carolina,2004,"268,504","261,719"
Kings Mountain,National Military Park,South Carolina,2005,"268,394","257,454"
Kings Mountain,National Military Park,South Carolina,2006,"259,287","251,112"
Kings Mountain,National Military Park,South Carolina,2007,"262,283","254,421"
Kings Mountain,National Military Park,South Carolina,2008,"254,997","247,091"
Kings Mountain,National Military Park,South Carolina,2009,"277,576","267,611"
Kings Mountain,National Military Park,South Carolina,2010,"275,555","268,086"
Kings Mountain,National Military Park,South Carolina,2011,"272,325","262,160"
Kings Mountain,National Military Park,South Carolina,2012,"265,713","256,712"
Kings Mountain,National Military Park,South Carolina,2013,"247,632","239,897"
Kings Mountain,National Military Park,South Carolina,2014,"251,093","240,586"
Kings Mountain,National Military Park,South Carolina,2015,"257,077","248,481"
Kings Mountain,National Military Park,South Carolina,2016,"263,357","252,780"
Klondike Gold Rush Alaska,National Historical Park,Alaska,1982,"49,688",954
Klondike Gold Rush Alaska,National Historical Park,Alaska,1983,"52,155",570
Klondike Gold Rush Alaska,National Historical Park,Alaska,1984,"61,752",775
Klondike Gold Rush Alaska,National Historical Park,Alaska,1985,"81,954","3,725"
Klondike Gold Rush Alaska,National Historical Park,Alaska,1986,"100,649","1,021"
Klondike Gold Rush Alaska,National Historical Park,Alaska,1987,"102,155","1,029"
Klondike Gold Rush Alaska,National Historical Park,Alaska,1988,"105,590","1,063"
Klondike Gold Rush Alaska,National Historical Park,Alaska,1989,"87,736",943
Klondike Gold Rush Alaska,National Historical Park,Alaska,1990,"103,404","1,590"
Klondike Gold Rush Alaska,National Historical Park,Alaska,1991,"110,597","1,115"
Klondike Gold Rush Alaska,National Historical Park,Alaska,1992,"148,019","1,534"
Klondike Gold Rush Alaska,National Historical Park,Alaska,1993,"403,250",0
Klondike Gold Rush Alaska,National Historical Park,Alaska,1994,"401,034",0
Klondike Gold Rush Alaska,National Historical Park,Alaska,1995,"429,570",0
Klondike Gold Rush Alaska,National Historical Park,Alaska,1996,"480,817",0
Klondike Gold Rush Alaska,National Historical Park,Alaska,1997,"655,858",0
Klondike Gold Rush Alaska,National Historical Park,Alaska,1998,"679,980",0
Klondike Gold Rush Alaska,National Historical Park,Alaska,1999,"693,883",0
Klondike Gold Rush Alaska,National Historical Park,Alaska,2000,"697,051",0
Klondike Gold Rush Alaska,National Historical Park,Alaska,2001,"713,436",0
Klondike Gold Rush Alaska,National Historical Park,Alaska,2002,"754,436",0
Klondike Gold Rush Alaska,National Historical Park,Alaska,2003,"844,576",0
Klondike Gold Rush Alaska,National Historical Park,Alaska,2004,"843,623",0
Klondike Gold Rush Alaska,National Historical Park,Alaska,2005,"888,255",0
Klondike Gold Rush Alaska,National Historical Park,Alaska,2006,"903,079",0
Klondike Gold Rush Alaska,National Historical Park,Alaska,2007,"975,043",0
Klondike Gold Rush Alaska,National Historical Park,Alaska,2008,"935,940",0
Klondike Gold Rush Alaska,National Historical Park,Alaska,2009,"880,512",0
Klondike Gold Rush Alaska,National Historical Park,Alaska,2010,"797,716",0
Klondike Gold Rush Alaska,National Historical Park,Alaska,2011,"795,150",0
Klondike Gold Rush Alaska,National Historical Park,Alaska,2012,"854,250",0
Klondike Gold Rush Alaska,National Historical Park,Alaska,2013,"928,150",0
Klondike Gold Rush Alaska,National Historical Park,Alaska,2014,"1,085,202",0
Klondike Gold Rush Alaska,National Historical Park,Alaska,2015,"919,661",0
Klondike Gold Rush Alaska,National Historical Park,Alaska,2016,"912,351",0
Klondike Gold Rush Seattle,National Historical Park,Washington,1979,"37,595",0
Klondike Gold Rush Seattle,National Historical Park,Washington,1980,"48,442",0
Klondike Gold Rush Seattle,National Historical Park,Washington,1981,"56,182",0
Klondike Gold Rush Seattle,National Historical Park,Washington,1982,"53,084",0
Klondike Gold Rush Seattle,National Historical Park,Washington,1983,"52,551",0
Klondike Gold Rush Seattle,National Historical Park,Washington,1984,"62,830",0
Klondike Gold Rush Seattle,National Historical Park,Washington,1985,"59,847",0
Klondike Gold Rush Seattle,National Historical Park,Washington,1986,"55,561",0
Klondike Gold Rush Seattle,National Historical Park,Washington,1987,"49,617",0
Klondike Gold Rush Seattle,National Historical Park,Washington,1988,"64,657",0
Klondike Gold Rush Seattle,National Historical Park,Washington,1989,"67,182",0
Klondike Gold Rush Seattle,National Historical Park,Washington,1990,"89,867",0
Klondike Gold Rush Seattle,National Historical Park,Washington,1991,"108,160",0
Klondike Gold Rush Seattle,National Historical Park,Washington,1992,"112,136",0
Klondike Gold Rush Seattle,National Historical Park,Washington,1993,"104,950",0
Klondike Gold Rush Seattle,National Historical Park,Washington,1994,"103,048",0
Klondike Gold Rush Seattle,National Historical Park,Washington,1995,"121,752",0
Klondike Gold Rush Seattle,National Historical Park,Washington,1996,"111,642",0
Klondike Gold Rush Seattle,National Historical Park,Washington,1997,"116,918",0
Klondike Gold Rush Seattle,National Historical Park,Washington,1998,"108,093",0
Klondike Gold Rush Seattle,National Historical Park,Washington,1999,"116,012",0
Klondike Gold Rush Seattle,National Historical Park,Washington,2000,"124,680",0
Klondike Gold Rush Seattle,National Historical Park,Washington,2001,"76,030",0
Klondike Gold Rush Seattle,National Historical Park,Washington,2002,"66,182",0
Klondike Gold Rush Seattle,National Historical Park,Washington,2003,"64,097",0
Klondike Gold Rush Seattle,National Historical Park,Washington,2004,"66,786",0
Klondike Gold Rush Seattle,National Historical Park,Washington,2005,"70,783",0
Klondike Gold Rush Seattle,National Historical Park,Washington,2006,"53,107",0
Klondike Gold Rush Seattle,National Historical Park,Washington,2007,"54,971",0
Klondike Gold Rush Seattle,National Historical Park,Washington,2008,"58,389",0
Klondike Gold Rush Seattle,National Historical Park,Washington,2009,"54,219",0
Klondike Gold Rush Seattle,National Historical Park,Washington,2010,"65,870",0
Klondike Gold Rush Seattle,National Historical Park,Washington,2011,"64,898",0
Klondike Gold Rush Seattle,National Historical Park,Washington,2012,"60,198",0
Klondike Gold Rush Seattle,National Historical Park,Washington,2013,"61,942",0
Klondike Gold Rush Seattle,National Historical Park,Washington,2014,"62,022",0
Klondike Gold Rush Seattle,National Historical Park,Washington,2015,"60,372",0
Klondike Gold Rush Seattle,National Historical Park,Washington,2016,"69,435",0
Knife River Indian Villages,National Historic Site,North Dakota,1981,"4,616",337
Knife River Indian Villages,National Historic Site,North Dakota,1982,"4,858",242
Knife River Indian Villages,National Historic Site,North Dakota,1983,"8,373",547
Knife River Indian Villages,National Historic Site,North Dakota,1984,"7,895",762
Knife River Indian Villages,National Historic Site,North Dakota,1985,"12,391","2,071"
Knife River Indian Villages,National Historic Site,North Dakota,1986,"11,757","2,573"
Knife River Indian Villages,National Historic Site,North Dakota,1987,"16,265","2,234"
Knife River Indian Villages,National Historic Site,North Dakota,1988,"16,912","2,498"
Knife River Indian Villages,National Historic Site,North Dakota,1989,"18,824","1,794"
Knife River Indian Villages,National Historic Site,North Dakota,1990,"12,534","1,490"
Knife River Indian Villages,National Historic Site,North Dakota,1991,"13,845",864
Knife River Indian Villages,National Historic Site,North Dakota,1992,"18,849",547
Knife River Indian Villages,National Historic Site,North Dakota,1993,"17,472",443
Knife River Indian Villages,National Historic Site,North Dakota,1994,"16,929",432
Knife River Indian Villages,National Historic Site,North Dakota,1995,"17,116",454
Knife River Indian Villages,National Historic Site,North Dakota,1996,"15,987",361
Knife River Indian Villages,National Historic Site,North Dakota,1997,"25,206",384
Knife River Indian Villages,National Historic Site,North Dakota,1998,"23,523",328
Knife River Indian Villages,National Historic Site,North Dakota,1999,"32,455",341
Knife River Indian Villages,National Historic Site,North Dakota,2000,"33,048",439
Knife River Indian Villages,National Historic Site,North Dakota,2001,"36,280",681
Knife River Indian Villages,National Historic Site,North Dakota,2002,"31,662",746
Knife River Indian Villages,National Historic Site,North Dakota,2003,"36,605",605
Knife River Indian Villages,National Historic Site,North Dakota,2004,"40,166",614
Knife River Indian Villages,National Historic Site,North Dakota,2005,"31,079",625
Knife River Indian Villages,National Historic Site,North Dakota,2006,"24,235",469
Knife River Indian Villages,National Historic Site,North Dakota,2007,"22,558",576
Knife River Indian Villages,National Historic Site,North Dakota,2008,"24,798",476
Knife River Indian Villages,National Historic Site,North Dakota,2009,"29,390",500
Knife River Indian Villages,National Historic Site,North Dakota,2010,"21,721",662
Knife River Indian Villages,National Historic Site,North Dakota,2011,"16,025",541
Knife River Indian Villages,National Historic Site,North Dakota,2012,"16,010",705
Knife River Indian Villages,National Historic Site,North Dakota,2013,"14,476",635
Knife River Indian Villages,National Historic Site,North Dakota,2014,"10,750",633
Knife River Indian Villages,National Historic Site,North Dakota,2015,"11,377",707
Knife River Indian Villages,National Historic Site,North Dakota,2016,"13,328","1,444"
Kobuk Valley,National Park,Alaska,1982,"3,775","4,305"
Kobuk Valley,National Park,Alaska,1983,"2,365","2,810"
Kobuk Valley,National Park,Alaska,1984,"1,075","7,015"
Kobuk Valley,National Park,Alaska,1985,"1,305","6,540"
Kobuk Valley,National Park,Alaska,1986,"1,085","4,550"
Kobuk Valley,National Park,Alaska,1987,230,"5,090"
Kobuk Valley,National Park,Alaska,1988,"2,275","5,635"
Kobuk Valley,National Park,Alaska,1989,"1,970","4,735"
Kobuk Valley,National Park,Alaska,1990,"2,586","4,745"
Kobuk Valley,National Park,Alaska,1991,"2,795","4,812"
Kobuk Valley,National Park,Alaska,1992,"2,829","5,500"
Kobuk Valley,National Park,Alaska,1993,"2,816","5,759"
Kobuk Valley,National Park,Alaska,1994,"2,781","5,678"
Kobuk Valley,National Park,Alaska,1995,"2,781","5,678"
Kobuk Valley,National Park,Alaska,1996,"2,781","5,678"
Kobuk Valley,National Park,Alaska,1997,"2,781","5,678"
Kobuk Valley,National Park,Alaska,1998,"5,550","6,600"
Kobuk Valley,National Park,Alaska,1999,"6,309","7,400"
Kobuk Valley,National Park,Alaska,2000,"2,646","5,650"
Kobuk Valley,National Park,Alaska,2001,"4,217","6,970"
Kobuk Valley,National Park,Alaska,2002,"4,046","7,150"
Kobuk Valley,National Park,Alaska,2003,"4,006","4,690"
Kobuk Valley,National Park,Alaska,2004,"4,744","4,620"
Kobuk Valley,National Park,Alaska,2005,"5,037","4,374"
Kobuk Valley,National Park,Alaska,2006,"3,005","2,161"
Kobuk Valley,National Park,Alaska,2007,847,"1,341"
Kobuk Valley,National Park,Alaska,2008,"1,565","1,365"
Kobuk Valley,National Park,Alaska,2009,"1,879","1,326"
Kobuk Valley,National Park,Alaska,2010,"3,164",370
Kobuk Valley,National Park,Alaska,2011,"11,485","4,843"
Kobuk Valley,National Park,Alaska,2012,"29,550","14,300"
Kobuk Valley,National Park,Alaska,2013,"16,875","7,180"
Kobuk Valley,National Park,Alaska,2014,0,0
Kobuk Valley,National Park,Alaska,2015,0,0
Kobuk Valley,National Park,Alaska,2016,"15,500","7,750"
Korean War Veterans Memorial,National Memorial,District of Columbia,1996,"863,639",0
Korean War Veterans Memorial,National Memorial,District of Columbia,1997,"1,285,566",0
Korean War Veterans Memorial,National Memorial,District of Columbia,1998,"3,336,548",0
Korean War Veterans Memorial,National Memorial,District of Columbia,1999,"3,249,688",0
Korean War Veterans Memorial,National Memorial,District of Columbia,2000,"2,923,716",0
Korean War Veterans Memorial,National Memorial,District of Columbia,2001,"2,961,477",0
Korean War Veterans Memorial,National Memorial,District of Columbia,2002,"2,675,205",0
Korean War Veterans Memorial,National Memorial,District of Columbia,2003,"2,535,768",0
Korean War Veterans Memorial,National Memorial,District of Columbia,2004,"3,610,796",0
Korean War Veterans Memorial,National Memorial,District of Columbia,2005,"3,214,467",0
Korean War Veterans Memorial,National Memorial,District of Columbia,2006,"3,248,757",0
Korean War Veterans Memorial,National Memorial,District of Columbia,2007,"3,433,663",0
Korean War Veterans Memorial,National Memorial,District of Columbia,2008,"3,654,976",0
Korean War Veterans Memorial,National Memorial,District of Columbia,2009,"3,117,046",0
Korean War Veterans Memorial,National Memorial,District of Columbia,2010,"3,072,716",0
Korean War Veterans Memorial,National Memorial,District of Columbia,2011,"3,073,430",0
Korean War Veterans Memorial,National Memorial,District of Columbia,2012,"3,267,124",0
Korean War Veterans Memorial,National Memorial,District of Columbia,2013,"3,209,279",0
Korean War Veterans Memorial,National Memorial,District of Columbia,2014,"3,767,287",0
Korean War Veterans Memorial,National Memorial,District of Columbia,2015,"4,077,835",0
Korean War Veterans Memorial,National Memorial,District of Columbia,2016,"4,084,298",0
Lake Chelan,National Recreation Area,Washington,1990,0,0
Lake Chelan,National Recreation Area,Washington,1991,"58,076",0
Lake Chelan,National Recreation Area,Washington,1992,"44,446",0
Lake Chelan,National Recreation Area,Washington,1993,"47,171",0
Lake Chelan,National Recreation Area,Washington,1994,"38,543",0
Lake Chelan,National Recreation Area,Washington,1995,"45,049",0
Lake Chelan,National Recreation Area,Washington,1996,"36,891",0
Lake Chelan,National Recreation Area,Washington,1997,"34,300",0
Lake Chelan,National Recreation Area,Washington,1998,"45,779",0
Lake Chelan,National Recreation Area,Washington,1999,"50,087",0
Lake Chelan,National Recreation Area,Washington,2000,"51,825",0
Lake Chelan,National Recreation Area,Washington,2001,"42,548",0
Lake Chelan,National Recreation Area,Washington,2002,"40,590",0
Lake Chelan,National Recreation Area,Washington,2003,"35,549",0
